participant,word list,Faster-Whisper-Large-v2_VAD
4410207,kaart1A, ice bone dun wreck reed south pal car car kel net pure buck line min yeuk mau bor feen koo wok raan den ba baas kool dom nek mail boat zee keer zoon pin dool gaas men oom zeep duif raar piep rijs doos luik raam haak rus rug eer kuur gaas peul rijk zuur teug kip uil zool riem boot pan leeg rijm hal wijs boom
4410207,kaart2A, klaar wens riep stonk langs draf klonk draam sneeuw stroop krijgt graag strikt film schaar schraal snuit vocht trier riep krans inkt slang slak naakt naast grenk sluur troep blij polst mast glad eer slot stuunt stunt aan brief spreeuw
4410207,kaart3A, opa rekeningstralend vervaltijd mogenochtend aanzienlijk lichaamsdeel complex lawaaierig uitgerust stiefjes kijkcijfers minimaal tuinhek stering hemper breil jand koker hennel vervolgens opzet zerg lijk niep machine ontdengs wijfvinger natuurtalenten
4410222,kaart1A, ijsboom dun riet zout paal kou net puur pak lijn win jeuk mouw boor veen koe wok raam den baas koel dom nek meer boot zee kier zoen pindel gras men oom zeep duif raag piep wijn doos luik ram haak rug eer keur gras beul rijk zuur teur kip uil zool riem pot pan leeg grijp hal wijs boog vee rouw heet taal hees dak saus jouw neus schot oer net
4410222,kaart2A, klaar wens griep stom langs eraf klont duim sneeuw stroom kruid graag strik film schaal snuit voort triest krans inkt slak naast grend slurf troep blij pols mast glad ernst vlot stent am brief spreeuw brul troost plus minst balk twijl rond klei merk stop druk spoed haast spelers dwerg zacht smoes bond zwaai grijs korst flauw taart spond blik trots kluist
4410222,kaart3A, opa rikkie stralend fluitend morgenochtend aanzienlijk lichaam stil complex lawaaierig uitgerust stiefzus kijkcijfers minimaal tuinhek sterrenhemel briljant koker hengel vervolgens opzettelijk niet machine ondanks wijsvingen natuur natuurlent atinitie grijsfiets mineraal soepel botting beroemd geniaal alfabetisch export honderdig populair verkeerd ruudjehartelijk busmaatschappij
5010101,kaart1B, drie vier zee nek was meel dom zoen boot denk koel biet schaaf bal zoon pier lauw bes maag os mat rook bij bijt geel kei boor geit zes lol buit spees vier hapt kaus roet roes up vaas dik revier gaap boog wijs rauw taal hees val hee vee hik saus dak rug haak luik eul wijk gas eer doos ram kuur zee raak duif men doel uur oom gaas boek deim mauw raak ram geel koel
5010101,kaart2B, blok speer twaalf winst kalf paard sla stier pracht wild schroef gok melk staart zelf graan derk stuurt mals bleek held sneeuw braan sterk plats herfst prins veer snee bord kerk gracht ster koord plooi kruid licht krent wand proef schaats vreemd gram klunt drooi drip poets toets draai hulp knaps knap haats melk dweijel klei stopt dwerg sproed blond vloer stank glimt straf tint grast snoer beeld graai langs grip sneeuw darm stroop wenst klont stromp klaart
5010101,kaart3B, neushoorns liedje verkeerd alfabetisch export lineaal hartelijk bus maatschappentijd populair honderdcomplex stralend rekening morgenochtend lawaaierig uiterstuk fruit fruitteel aanzienlijk lichaamsteel opa kanaal beloning verdelende verzingende lijk verrasterd veranderd veranderen aardgascompleet vogelspin boxer temperatuur klimaat natuurtalent botsing nietmachine miniraal racefiets actrice soepel ondanks wijflingen beroemd kaasrecht proeven neerrijden scheetsabsoluut instappen instapkaart
5010110,kaart1B, kierzee nekkebaas meel dom zoen bo denk koel koel biet gaaf bal zoon pier blauw blauw bes maag os mat rook bijt geel keijer bor geit zes loop buit bees vier hap kaus roes pup vaas dik ree vuur gaap boog bijs rautal hees haal vee hik saus dak rug haak luik luik puil hoel rijk gas eer doos ran kuur zeep zeeperaar duif men dom
5010110,kaart2B, blok spier twaal winst kaft paard sla stier praag teweel schroef grof melkstaart zelfgraan kerk stuurs maals bleek hel sneeuw braam sterk plat hersen pins verf snee bord kerst gracht ster kort plooi kruid licht krent wand proef schaats vreemd gram klut troon strip toets draai gehu hulp knap haas melk teweel rond spils druk draai stop
5010110,kaart3B, neushoornrietje verkeerd alfabetisch export lineaal hart hartelijk bus maatschappij hiphop populair honderd complex stra stralend rekening mor ganochtend lawaaiig uit uiterst fruit teelt aanzienlijk lichaamsdeel opa kanaal beloning zinde zindelijk veranderend aardgascompleet volgenspin bokser
5010114,kaart1B, kier zee nek paas meel dom zoen boot den koel biet gaaf bal zoon pier lauw wes maag os mat rook bijt geel kei poor geit zes rol bijt beest vier hap kaus roep roes pup vaas dik ree vuur schaap boog wijs rouw touw hees hal vee hik sjaus dak rug haak luik pil rijk gas eer doos ram keur zee raar duif men
5010114,kaart2B, blok speer twaalf win winst kalf paard sla stier pracht wild schroef grof melk staart zelf kerk stuur mals bleek held sneeuw braam sterk herfst prins zerf borst
5010114,kaart3B, neushoorn rietje verkeerd alfabet alfabetisch export lineaal hartelijk busmaatschappij populair honden fruitdeelt aanzienlijk lichaamsteel opa kanaal beloning zindelijk veranderen aardgas compleet vogelspin bokser temperatuur klimaat natuurtalent botsing niet machine mineraal racefiets
5060102,kaart1B, keer zee nek paas meel don zoen boten koel biet gaaf bal zoen beer lauw bes maag oos mat rook bijt geel kei bor bor geit zes lol buit beest weer hap keus roes pup vaas dik ree buur gaaf boog wijs rauw taal hees haal haal wee hik saal ze tak rug haak leuk pil rijk gas er doel
5060102,kaart2B, blok speer twaalf winst kaft paard sla stier pracht wild schroef grof melk staart zelfs graan kerk stuur semaal spleek held sneeuw graan raam sterk plat herfst prins dwerf snee boord kers gedacht ster kort plooi kruid licht krent wond schroef schatst vriend gram kleut tronstrip toets draai hulp knap smerp dwaal rond speels druk klei stop dwerg sproed blond veer vleur
5060102,kaart3B, neushoorn rietje verkeerd alfabetisch export lineaal hartelijk busmaatschappij populair honderd complex stralend rekening morgenochtend lawaaierig uiterst fruiteld aanzienlijk lichaamsdeel opa kanaal beloning zindelijk verraderen het gas compleet vogelspin bokser temperatuur klimaat natuurtalent botsing niet machine
5060104,kaart1B, heres a neck bath meal dont you know its the end cool a beat have a ball zone beer loud betchmark ass mutt croak bite gill kite porr porr kite lizards little birds bees fear hop cows goose pup vase duck grave ur grab bog wise row towel haze halfway hickey sauce duck hue rug hake leuk pearl reik grassy air dose ram cure zebra calf man doe peep om grine grass pit rook line mal ham leuk man goo buck a bait have a ball hose rat um toss horse yodel tock tack duck tock
5060104,kaart2B, luxpertoire wieskopf paarsla stierpacht grashoofd schroefhoofd melkstaart zalmsegerijkerk sturzmans bleek houtsturm brabant sterkplat herfstpunt verversneeuwbord kers asgeracht sterrkorts blooie kruid lichtkrat hansen groverstraat sprengt geram kluts vertrouwensstrip toets draaien verhoop knap haastenmerk twijl rond spils druk kleistop dwergsproet bloedtevoer mondtevoer stank limp straf tint zit gehast snoer beeld graat langs griep steu darm strafwens kluntstomp klaardraf zwart
5060104,kaart3B, nu is het gewoon netjes verkeerd alfabetisch ik sport lineaal hartelijk met busmaatschappij populair honderd complex traagend gekening morgenochtend geweld lauweieren uiterst grootdeel aanzienlijk lichaamsdeel opa kanaal belonging zindelijk veranderen aardgas compleet vogels spinnenboksen klimaat natuurtalent potsing neefmachine middenhaal geen spiets attentie soepel geen wijsvinger baron kaartrecht proeven geestgids absoluut instapkaart verandering voetbal binnenwand aardbouw poepland ganingswerken prima ficties autogids helling staafdiagraaf duwen een weerswolk
5060106,kaart1B, kees zee nek baas meel donk zoen boot den koel biet gaaf bal zoon pier lauw bes maag os mat rook bijt geel kei poor geit zes lol buit beest vier hap kaus roes pup vaas dik ree vuur gaap boog wijs rauw dauw hees hal vee hek zaas dak rug haak luik pil rijk gas eer doos ram kuur zeep raar duif men dol piep oom rijn gaas pin wolk lijp maal raam jeuk min koel bak vee door heus laan oen tas rot jauw doof daak duik
5060106,kaart2B, blok speer twaalf winst kast spaart slaat stier pracht wil schroef grof melk staart zels graan kerk stoers mas bleek held snel braam sterk plat herfst prins verf snee bord kers gracht ster kort plooi kortst plooi kruid licht krent vond proef schaats vreemd gram kluts trood strip toets draai hulp knap haast merk dwaar horond spuls druk klei stop dwerg sproed blond vloer sank glimp straf tent gast snoer beeld graaf langs griep sneeuw darm stroop wens klont stomp klaar draf wart proos fruit sterk baas grof
5060106,kaart3B, nuis van rietje verkeerd alfabetische export lineaal hartelijk busmaatschappij populair honderd complex stralend rekening morgenochtend lawaaierig lawaaierig uiterst fruitteelt aanzienlijk lichaamsdeel opakanaal belonen licht zindelijk veranderen aardgas compleet volgospin boksertemperatuur klimaat natuurtalent bossing niet machine mini araal reeffiets attentie soepel ondanks wijvinger beroemd kaarsrecht proeven reisgids absoluut instapkaart tweeling voetbal
5060111,kaart1B, kier kier zee nijk baas meel don zoen bot ten koel wiet gaaf bal zoon pier luil bes maag kos mat rook bijt giel kaai poor geit zes lol buit pees vuur hap kous loer pup vaas dik ree vuur gaaf boog wijs rauw taal hees halve hik saus tak rug haak luik pul pul rijk gas gas eer doos ram puur zeep raar duik men dol piep ont en gaas pin wok lijn waal raam heuk min koel bak heen boor heus laan ont tas rot jouw doof taak duik duik tol kies boeg kies boeg lap vol zeer buien lek vies kaal beek en roof deun bier voet bar hol bouw euk hetereus kat laar geit nis
5060111,kaart2B, blok speer touw wind kast paard sla steer pracht wild schreef schroef grof melk staart zas gerand kerk stuurs mal bleek held sneeuw braam sterk plat hefst prins zwerf snee bord kers gracht ster korts plooi kruid licht krent wang proef schaats flink glam kluts troon strip toets draai hulp knap haast merk dweil rondspeels druk klui stop dwergsbloed blond vloer stank glimp straf tint gast snoer beeld graad langs schriep sneeuw darm stroop venst klont stomps klaar draf zwart proost vrouwt streng baas krab spoor nieuws blaar bocht krijts grauw triest graag strik krant inkt voort film snij troost brul sprul plus arm brief mist balk steunt vlot blaai mast grint slaktroep ernst pols naast glad scherf hart sluus plant kort plein strik groet schurk draai laatst vondst
5060111,kaart3B, deze liedje verkeert af en weet je ik sport lineaal hardtelen busmaatschappij populaire honderd complex straande rekening moog auton lawaai uitrustend verdrietig aanzindelijk lichaamsdeel opa kanaal doe maar iets rustiger zindelijk veranderen aardgas compleet vogelspin boksen temperatuur klimaat natuurtalent botsing niet magine mineraal racefiets attentie soepel onlangswijsvinger beroemd kaarsrecht proeven reisgids absoluut instapkaart tweeling voetbal binnenband aardappel plant reddingsmedewerker prima stedelijk bunkerwagen rijstveld herhaling kritisch activiteit autorit heling staafdiagram doen onderweerswolk neutraal stapkamer de rommel persikon voedingsstoffen klotpapier kruispunt bureau zojuist buurtbewoners duizendpoot clubhuis verdrag kwartiercentimeter ieder voorlopig kanshebber bestaan kompoel stoop zijdag muziekant werkplek schuldig parkeerterrein oorlog school vakantie buitenhobby mentaliteit glanswerk kennis botsing
5060115,kaart1B, uh heres a neck bottom middle down root zoom bow down cool beat gaff ball zone pier low best mag odd os os mother oak white hill guy poor guide sex lone bud base fear hop cows roos uh pup fast dick raven i dont know how to slide it
5060115,kaart2B, blok speer twaalf wind kaf paard slaat stier pracht wild schroef golf melk staart zel gra kerk trus turs maas bleek held zweel drak blad heer licht punt vijf sneeuw boord kerst kracht ster korst kloof kruid licht krent wand brus schaats vreemd ram kreus droom stip toets draai wilp knap haast melk dwaai rond speel druk klei stof twijg stoep blond vloer stang glip draf ten gast sneur bleed haart langs lucht groep sneeuw drang stroop wind schrond stomp klaar draf zwart proos vres tenk
5060115,kaart3B, dorsen rietje verkeerd alfabetisch export exportlinieën harttellen busmaatschappij busmaatschappij populair honderden koopplek starttellend rekening morgenochtend lawaai uit de rust fruit tilt aanzienlijk lichaamsdeel opa kanaal beloning ziendelijk veranderen aardgascompleet volgas boxer temperatuur klimaat natuurtalent zink niet magische mineraal trefast ziet reis spits antenne dieg soepel dans wijsvinger
5200104,kaart1B, kier zee nek baas meel don zoen boot den koel biet gaaf bal zoon pier lauw bes maag os mat rook bijt geel kei poor geit zes lol bijt pees vier hap kous roes pup vaas dik ree vuur gaap boog wijs rauw taal hees hal vee hik saus dak rug haak luik pul rijk gas eer doos ram keur zeep raar duif men dol pier oom rijn gaas pin wok lijn mouw raam jeuk min koe bak veen boor heus laan oen tas rot jauw doof taak
5200104,kaart2B, blok speer twaalf winst kalf paard sla stier pracht wild schroef grof melk staart zelfs graan kerk stuurt stuurs mals bleek held sneeuw braam sterk plat herfst prins verf snee bord kers gracht ster korst plooi kruid licht krent wand proef schaats vreemd gram kluts troon strip toets draai hulp knap haast merk dwijl rond speel druk klaai stop dwerg sproet blond vloer stank glimp straf tint gast snoer beeld graat langs
5200104,kaart3B, neus voor een rietje verkeerd export lineaal hartelijk busmaatschappij populair honderds complex stralend rekening morgenochtend lawaairig uitdurst fruit teelt aanzienlijk lichaam stil opa kanaal beloning ziendelijk veranderen aardig de gas compleet vogelspin bokser temperatuur klimaat natuurtalent botsing niet machine mineraal racefiets attentief soepel ondanks wijsvinger beroemd kraa kaars
5200105,kaart1B, keer zee nek baas neel dom zoen boot den koel biet gaaf bal zoon pier lauw bes maag os mat rook bijt geel kei vor geit zes lol buiten beest vier hap kaus roes pup vaas dik ree vuur gaap boog wijs grauw staal hees hal vee ik zels dak vrucht haak luik peul rijk
5200105,kaart2B, blok speer twaalf winst kaft paard slaap stier pracht wild schroef grof melk taart zelfs graan kerk stuur mals leek held sneeuw braam sterk blad herfst brin vers sneeuw snees bord kerst gracht ster korst plooi licht krent wand proef schaats vreemd gram plust
5200105,kaart3B, neushoorn riet verkeer alfabet export lineaal hartelijk busmaatschap populair honderd explele stralen rekening morgenochtend lawaaierig uitserster fruiteel aanzienlijk lichaamsdoel opa kanaal beloning zindelijk verandering aardgas compleet vogelspin bokser temperatuur klimaat natuurtalent botsing niet machine mineraal racefiets atletiek soepel onthanks pijsvinger beroep kaars stengel proeven
5200113,kaart1B, kier zee nek paas meel dom zoen boot den koel biet grap bal zoon pier lauw bes maag os mat rook bijt geel kei bor guit zes lol puit bees vier hap kaus oos pup baas dik ree vuur grap boog wijs rauw taal hees hal vee hik saus dak rug haak lauw luik rijk gas eer doos ram kuur zeep raar duif men dol rijn gas ping wok lijn mouw raam jeuk
5200113,kaart2B, blok speer twaalf wind kalf paard sla stier pracht wild schroef grof melk staart zelfs graan kerk stuurs mouse bleek held sneeuw braam sterk blad herfst prins verf snee bord kers gracht ster gord lu kruid licht krent wand schaats vreemd gam klus troon strip toets draai hulp knap haast merk dwijn rond speels druk klei stop dwerg sprooit vloer
5200113,kaart3B, neushoorn rietje verkeerd alfabetisch export lineaal hartelijk beursmaatschappij populair handig complex stralend rekening morgenochtend lawaairecht uit fruit deelt aanzienlijk lichaamsdeel opa kanaal beloning zin zinnenleuk tras compleet vol spin boekse temperatuur klimaat natuurtalent botsing niet machine mineraal soepel ontdanks wijsvinger perron kaarsrecht proeven reisgids absoluut instapkaart
5200118,kaart1B, kier zee nek baas meel don zoen boot den koel biet gaaf bal zoon pier lauw bes maag os mat rook pijt geel klei poor geit zes lol buit beest vier hap kaus roes pup vaas dik rijk vuur gaap boos wijs grouw taal hees hal vee hik saus dak rug haak luik peul rijk gas eer doos ram kuur zeem raar duif men dol piep oom ha ha ha ha ha ha
5200118,kaart2B, blok speer twaalf wind kast paard sla stier pracht wild schroef grof melk taart zels graan kerk stuurs mals bleek hilt snuw braan blad herst prins verf snee boord kers gracht ster koorts plooi kruid licht kerk warn wand schaats vreemd gram klutsch troon streep toets draai roep
5200118,kaart3B, neushoorn riesje verkeerd alfabetisch export lineaal hartelijk dus maatschappelijk populair honderd complex stralend rekening morgenochtend zwaarlig uiterst fruitelijk aanzienlijk lichaam stil opa kanaal beloning zindelijk veranderd aardgas compleet vogelspin bokser temperatuur klimaat natuurtalent bossing lietse machine lineeraal racefiets attentie soepel ondanks
5200201,kaart1B, kier zee nek vaas meel tom zoen boot den koel biet gaaf bal zoon bier lauw bes maag os mat rook bijt geel kei por geit zes lol buit pees vier hap kaus roep pup vaas dik ree vuur gaap boog wijs rouw tal hees hal vee hik saus dak rug haak luik pael rijk gas eer doos ram kuur zeep raar duif men doel piep oom rijn gaas pin bok lijn mouwen raam jeuk min
5200201,kaart2B, blok speer twaalf winst kaft paard sla stier pracht wild schroef grof melk staart zelfs graan kerk stuur smals bleek held sneeuw braan sterk plat herfst prins verf snee bord kerst kracht gracht ster kort plooi kruid licht krent wans proef schaats vreemd gram klutst troon strip toetst draai hulp knap haast merk dwel rond speels druk klei stop dwerg sproet blond vloer stank glimp straf tint gast snoer beeld geraas wangs griep
5200201,kaart3B, neushoorn rietje verkeerd alfabetisch export lineal hartelijk busmaatschappij populair honderd complex stralend rekening morgenochtend lawaaierig uiterst fruitteelt aanzienlijk lichaamsdeel opa kanaal beloning zindelijk veranderend aardgas compleet vogelspin bokser temperatuur klimaat natuurtalent botsing mietmachine mineraal racefiets attentie soepel ondanks wijsvinger beroemd kaarsrecht proeven reisgids absoluut instapkaart tweeling voetbal binnen pand
5200211,kaart1B, kier zeenep bas mildom zun bot den koel piet gaaf paul zon pier lau bes maag os maas mat rook buit giel kijk bor geit zes lul buit bees vier hals kaus roos pup vaas dik ree vuur gaap boog wijs rauw taal hees halk vee hek zaus tak rukh halk haak luik peel rijk gas eer doos ram kier zeep haar duif mem dol piep oom rijn gaaspin rook llein maag
5200211,kaart2B, blok speer twaalf winst kraft paard sla stier pracht wild schroef grof melk staart zelfs graan kerk stuurs maas bleek held sneeuw bruin sterf blad herfst prins verf sneeuw bord kers kracht sterf koorts kooi kruid kruid licht krent wand proef schaats vreemd gram kluts troon strip toets draai hulp knap haast merk dwel rond speel druk klaai stop zwerg sproet plant vloer stank glimp straaf tent gaas snoer beeld
5200211,kaart3B, nu zon rietje verkeerd alfabetisch export lineaal hartelijk bus maatschappij populair honderd complex stralend rekening morgenochtend lawaairecht uitnest fruitteelt aanzienlijk lichaamsteel opa kanaal beloning zindelijk veranderen aardgas compleet vogelspin bokser temperatuur klimaat natuurtalent botsing niet machine mineraal racefiets atentie soepel ondanks wijsvinger beroemd kaarsenaartproeven reisgids absoluut instapkaart tweeling voetbal binnenland aardappel plant
5200212,kaart1B, akeer zee nek baas meel dom zoen bot den koel biet gaaf bal zoen pier lauw bes maag os mat roep bijt geel kijk boor geit geit zes lol buit bees vier hap kous roes pup vaas dik ree vuur gaaf bot roeg wijs rouw touw hees houw vee hik zout dak rug haak luik uul rijk gas heer doos ram keur zeep raar duif mendel piep omer rien gaas pin wok lijn mauw ram juik min koel bak veen boor
5200212,kaart2B, blok speer twaalf winst kaft paard slaar stier pracht wild schroef grof melk staart sels graan kerk stuurs mals bleek held sneeuw bram sterk plat herfst prins verf steen poort kers kersgracht ster koorst looi kruid licht krent wand proef schaats vreemd graan kluts troon strip toets draai hulp knak haast merk dwel rond speels druk kei klei stoep dwerg sproed ploont vroeg
5200212,kaart3B, neushoorn rietje verkeerd alfabetisch export lineaal hartelijk busmaatschappij populair honderd complex stralend rekening morgenochtend lawaairig uitterst fruitdeelt aanzienlijk lichaamsdeel opa kanaal beloning zindelijk veranderen aardgas compleet vogelspin bokser temperatuur klimaat natuurtalent botsing niet machine mineraal racefiets atentie soeplepel ondanks wijsvinger beroemd kaarsrecht proef reisgids absoluut instapkaart tweeling voetbal
5200213,kaart1B, kier zee mek baas meel tom zoen poten dendel krab biet gaaf pauw zoon pier blauw bes maag os mat rook breid geel kijk bor geit zes lol buitenwees vier hap kous roes pup vaas dik vee vuur hap poog wees rouw taal wees halve hik zoos dak rug haak lui peul rijk gas eer doos ram kuur zee raar duif menk doof piep om rijn gaas pin pok lijn
5200213,kaart2B, blok speer twaalf winst kalf paard slaar stier pracht wild schroef grof melk taart zels graan kern stuurs mouse bleek held sneeuw braam sterk plat herfst prins verf snee wort kerst geracht ster korst plooi kruid licht gerend wand proef schaats vreemd gram kluts stroom strip toets draai hulp knap haast merk dwel rond speels druk klein stop dwerg sproet blond
5200213,kaart3B, musselritje verkeerd alfabetisch export lineaal hartelijk busmaatschappij populair honderd complex stralend rekening morgenochtend lawaairig terst fruit teelt aanzienlijk lichaamsdeel open kanaal verloning zinlijk veranderingen aardgas compleet vogelspin boxer temperatuur klimaat natuurtalent bos botsing niet machine
5200216,kaart1B, kier zee hek blaas loon bloem zoen boot den koel biet graaf bal zoon speer lauw west maag os mat rook rook bijs geel kei boor geit zes lol buit pees vier hap koud roes pup vaas dik ree vuur gaaf boog wijs rautal hees hal vee heek zausdak rug haag luik vuil rijk gas eer doos ram vuur zeep haar duis men bol piep ondertitels door de amaraorg gemeenschap
5200216,kaart2B, luk speer tal winst koop paard sla stier gracht wild schoof hoofd melk staart zilf graan kerk stuurs mas leeg held sneeuw raam sterk blad herfst kunst verf snee boord kerst gracht stuur koert plooi kruid licht kind land proef schaart vriend gram kunst troon trip toets draai hulp knap kaatst
5200216,kaart3B, nu voor een rietje verkeerd alfabetisch export neem je al hartelijk beuzemaat schat bij een populaire honderd complex stralend rekening morgenochtend lawaaiig en thurst voor een riet aanzienlijk lichaamsdeel opa kanaalbeloning zindelijk van de hemel aardgas compleet vogelspin boekse temperatuur klimaat tuurtalent boekse niet machine inhaal reisfiets ont
5200222,kaart1B, kier zee nek baas meel dom zoen boot den kool biet gaaf bal zoon pier lauw bes maag os mat rook bijt geel kei por por geit ses lol buit spees vier hap kous roes pup vaas dik ree vuur gaap boog wijs rauw taal hees bal hal vee hik saus dak rug haak luik peul rijk gas eer doos ram kuur zeep raar duif men dol piep oom rijn gaas pin wok lijn mouw raam jeuk min koel bak koeien
5200222,kaart2B, blok speer twaalf winst kaft paard sla stier pracht wild schroef grof melk staart zelfs graan kerk stuurs mals bleek held sneeuw braam sterk plat herfst prins verf snee bord kers gracht ster korts plooi kruid licht krent wand proef schaats vreemd gram kluts troon strip toets draai hulp knap haast merk dwijl rond speels
5200222,kaart3B, neushoorn rietje verkeerd alfabetisch export lineaal hartelijk busmaatschappij populair honderd complex stralend rekening morgenochtend lawaairig uiterst fruit fruitteelt aanzienlijk lichaamsdeel opa kanaal beloning ziendelijk veranderen aardgas compleet vogelspin bokser temperatuur klimaat natuurtalent botsing niet machine mineraal
